Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount
S-00072,Morgex Quilted T-Shirt,FS24,43.99,T-Shirt,S,73,244,Morgex,Men,Snow White,25
M-00036,Box Logo Half-Zip Shirt,SS25,147.99,Shirt,XXL,83,47,Box Logo,Men,Olive,0
WN-00022,Box Logo Print Shorts,SS25,56.99,Shorts,S,88,49,Box Logo,Women,Petit Four,0
\00026,Trail Logo Shoes,SS25,95.99,Shoes,42,86,69,Trail,Men,Yellow Sunshine,0
P-00056,Rainforest Pants,SS25,94.99,Pants,S,333,79,Rainforest,Men,Orange Tangerine,0
WM-00029,Rainforest Print Shirt,SS25,90.99,Shirt,XXL,192,28,Rainforest,Women,White Whisper,0
S-00073,Iconic Logo T-Shirt,FS24,60.99,T-Shirt,M,132,241,Iconic,Men,Forest Green,25
WS-00059,Tribe Logo T-Shirt,SS25,91.99,T-Shirt,L,82,33,Tribe,Women,Snow White,0
L-00052,Geographic Heritage Sweatshirt,FS24,111.99,Sweatshirt,M,44,194,Geographic,Men,Beige Sand,15
WBucketHatGeographic-0001,Geographic Bucket Hat,SS25,54.99,Accessories,One Size,80,73,Geographic,Women,White Whisper,0
WL-00058,Patch Half-Zip Sweatshirt,FS24,115.99,Sweatshirt,XXL,114,161,Patch,Women,Forest Green,25
\00027,Trail Stripe Shoes,FS24,90.99,Shoes,42,101,191,Trail,Men,Bright Red,30
WM-00030,Geographic Shirt,SS25,89.99,Shirt,L,304,217,Geographic,Women,Bright Red,0
WL-00059,Circular Logo Sweatshirt,SS25,157.99,Sweatshirt,L,84,41,Circular,Women,Orange Tangerine,0
S-00074,Tribe T-Shirt,FS24,39.99,T-Shirt,XXL,90,441,Tribe,Men,Bright White,20
S-00075,Box Logo T-Shirt,FS24,59.99,T-Shirt,XXL,78,341,Box Logo,Men,Yellow Sunshine,30
WP-00030,Iconic Graphic Pants,FS24,143.99,Pants,M,124,471,Iconic,Women,Caviar,25
S-00076,Patch Stretch T-Shirt,FS24,58.99,T-Shirt,XS,98,418,Patch,Men,White Whisper,40
WM-00031,Iconic Logo Shirt,SS25,126.99,Shirt,S,529,63,Iconic,Women,Petit Four,0
L-00053,Tribe Quilted Sweatshirt,FS24,158.99,Sweatshirt,M,158,315,Tribe,Men,Forest Green,20
WS-00060,Rainforest Print T-Shirt,SS25,79.99,T-Shirt,L,293,292,Rainforest,Women,Stone Grey,0
WL-00060,Iconic Graphic Sweatshirt,FS24,116.99,Sweatshirt,L,48,70,Iconic,Women,Beige Sand,10
PS-00031,Rainforest Polo,SS25,104.99,Polo,XL,252,88,Rainforest,Men,Bright White,0
P-00057,Rainforest Graphic Pants,FS24,91.99,Pants,XXL,99,134,Rainforest,Men,Free Blue,20
W\00019,Slate Heritage Shoes,FS24,130.99,Shoes,42,56,526,Slate,Women,Snow White,25
WL-00061,Geographic Heritage Sweatshirt,SS25,123.99,Sweatshirt,M,195,225,Geographic,Women,Navy,0
WN-00023,Patch Print Shorts,FS24,59.99,Shorts,XL,124,208,Patch,Women,Navy,40
S-00077,Geographic Stretch T-Shirt,SS25,36.99,T-Shirt,XS,123,46,Geographic,Men,Grey Melange,0
WM-00032,Box Logo Heritage Shirt,FS24,131.99,Shirt,S,24,568,Box Logo,Women,Pale Mint,50
WL-00062,Box Logo Sweatshirt,FS24,134.99,Sweatshirt,L,2,42,Box Logo,Women,Caviar,30
L-00054,Morgex Half-Zip Sweatshirt,FS24,112.99,Sweatshirt,XL,151,341,Morgex,Men,Orange Tangerine,50
S-00078,Box Logo Stripe T-Shirt,SS25,35.99,T-Shirt,M,193,72,Box Logo,Men,Bright White,0
WS-00061,Tribe T-Shirt,SS25,46.99,T-Shirt,M,85,40,Tribe,Women,Bright Red,0
L-00055,Iconic Sweatshirt,FS24,159.99,Sweatshirt,M,116,293,Iconic,Men,Stone Grey,15
WP-00031,Circular Stretch Pants,SS25,133.99,Pants,M,164,191,Circular,Women,Free Blue,0
W\00020,Box Logo Stripe Shoes,FS24,182.99,Shoes,42,182,282,Box Logo,Women,Snow White,20
WL-00063,Tribe Sweatshirt,FS24,136.99,Sweatshirt,XL,175,249,Tribe,Women,Navy,50
M-00037,Circular Shirt,FS24,109.99,Shirt,S,141,289,Circular,Men,Grey Melange,25
L-00056,Morgex Logo Sweatshirt,FS24,153.99,Sweatshirt,XXL,8,59,Morgex,Men,Bright Red,20
WS-00062,Rainforest Quilted T-Shirt,FS24,92.99,T-Shirt,L,127,163,Rainforest,Women,Blue Marine,20
N-00033,Iconic Graphic Shorts,FS24,76.99,Shorts,XL,22,505,Iconic,Men,Olive,25
WV-00013,Box Logo Half-Zip Swimwear,SS25,54.99,Swimwear,M,87,12,Box Logo,Women,Bright Red,0
L-00057,Patch Stripe Sweatshirt,SS25,140.99,Sweatshirt,M,374,30,Patch,Men,Grey Melange,0
PS-00032,Iconic Polo,SS25,75.99,Polo,XXL,143,68,Iconic,Men,Stone Grey,0
\00028,Slate Shoes,FS24,134.99,Shoes,44,21,32,Slate,Men,Khaki,10
PS-00033,Circular Polo,SS25,77.99,Polo,XS,466,89,Circular,Men,Old Rose,0
S-00079,Iconic T-Shirt,FS24,86.99,T-Shirt,XS,14,43,Iconic,Men,Snow White,40
WPS-00025,Rainforest Polo,FS24,65.99,Polo,M,106,161,Rainforest,Women,Olive,15
P-00058,Morgex Stripe Pants,SS25,99.99,Pants,S,140,14,Morgex,Men,Bright White,0
N-00034,Box Logo Print Shorts,SS25,91.99,Shorts,XS,72,28,Box Logo,Men,Beige Sand,0
W\00021,Slate Shoes,SS25,101.99,Shoes,42,164,86,Slate,Women,Pale Mint,0
S-00080,Box Logo Graphic T-Shirt,SS25,94.99,T-Shirt,XXL,306,90,Box Logo,Men,Green Lichen,0
\00029,Trail Half-Zip Shoes,SS25,193.99,Shoes,40,37,17,Trail,Men,Stone Grey,0
P-00059,Geographic Logo Pants,SS25,101.99,Pants,XXL,292,264,Geographic,Men,Petit Four,0
L-00058,Geographic Stripe Sweatshirt,SS25,139.99,Sweatshirt,S,400,74,Geographic,Men,Yellow Sunshine,0
WPS-00026,Patch Stretch Polo,FS24,95.99,Polo,S,72,263,Patch,Women,Blue Marine,10
WS-00063,Iconic Quilted T-Shirt,FS24,53.99,T-Shirt,XXL,175,319,Iconic,Women,Caviar,20
M-00038,Circular Shirt,SS25,131.99,Shirt,L,24,29,Circular,Men,Beige Sand,0
WL-00064,Rainforest Stripe Sweatshirt,SS25,112.99,Sweatshirt,XS,271,179,Rainforest,Women,Stone Grey,0
BackpackGeographic-0003,Geographic Backpack,FS24,62.99,Accessories,One Size,180,273,Geographic,Men,Green Lichen,50
V-00013,Wave Stretch Swimwear,FS24,69.99,Swimwear,XXL,90,437,Wave,Men,Bright Red,30
SocksMorgex-0001,Morgex Socks,FS24,51.99,Accessories,L,77,100,Morgex,Men,Bright White,10
N-00035,Rainforest Half-Zip Shorts,SS25,73.99,Shorts,S,327,47,Rainforest,Men,Pale Mint,0
WP-00032,Iconic Quilted Pants,FS24,126.99,Pants,S,134,415,Iconic,Women,Pale Mint,30
WPS-00027,Box Logo Heritage Polo,FS24,88.99,Polo,XS,33,329,Box Logo,Women,White Whisper,40
WL-00065,Geographic Stripe Sweatshirt,FS24,156.99,Sweatshirt,S,56,121,Geographic,Women,Petit Four,40
M-00039,Rainforest Shirt,FS24,148.99,Shirt,S,149,291,Rainforest,Men,Pale Mint,20
WL-00066,Patch Sweatshirt,FS24,99.99,Sweatshirt,XL,126,289,Patch,Women,Navy,10
WN-00024,Patch Stretch Shorts,SS25,71.99,Shorts,L,357,104,Patch,Women,Caviar,0
WP-00033,Morgex Graphic Pants,SS25,97.99,Pants,XXL,123,34,Morgex,Women,Bright Red,0
WS-00064,Rainforest T-Shirt,FS24,51.99,T-Shirt,L,106,414,Rainforest,Women,Pale Mint,25
WCapCircular-0002,Circular Cap,SS25,81.99,Accessories,One Size,196,54,Circular,Women,Old Rose,0
L-00059,Patch Heritage Sweatshirt,FS24,119.99,Sweatshirt,L,11,106,Patch,Men,Grey Melange,20
WL-00067,Box Logo Half-Zip Sweatshirt,FS24,105.99,Sweatshirt,XL,28,109,Box Logo,Women,Navy,30
PS-00034,Rainforest Quilted Polo,SS25,68.99,Polo,M,243,106,Rainforest,Men,Snow White,0
PS-00035,Patch Heritage Polo,FS24,96.99,Polo,XL,224,376,Patch,Men,Beige Sand,20
S-00081,Geographic Heritage T-Shirt,FS24,94.99,T-Shirt,XXL,18,296,Geographic,Men,Bright Red,15
L-00060,Circular Stretch Sweatshirt,SS25,119.99,Sweatshirt,XL,449,64,Circular,Men,Bright Red,0
S-00082,Morgex Logo T-Shirt,FS24,74.99,T-Shirt,XS,156,306,Morgex,Men,Snow White,20
WPS-00028,Tribe Logo Polo,SS25,73.99,Polo,XS,56,12,Tribe,Women,Caviar,0
V-00014,Box Logo Swimwear,FS24,56.99,Swimwear,XS,125,194,Box Logo,Men,Snow White,25
PS-00036,Geographic Polo,SS25,95.99,Polo,XXL,50,46,Geographic,Men,Burgundy,0
S-00083,Iconic T-Shirt,FS24,59.99,T-Shirt,XS,113,168,Iconic,Men,Snow White,25
N-00036,Morgex Shorts,SS25,87.99,Shorts,S,283,77,Morgex,Men,Orange Tangerine,0
WL-00068,Tribe Sweatshirt,SS25,107.99,Sweatshirt,S,120,139,Tribe,Women,Snow White,0
WM-00033,Box Logo Print Shirt,FS24,124.99,Shirt,XS,119,354,Box Logo,Women,Orange Tangerine,25
WPS-00029,Geographic Quilted Polo,FS24,65.99,Polo,M,7,68,Geographic,Women,Free Blue,25
P-00060,Tribe Quilted Pants,FS24,135.99,Pants,XXL,37,127,Tribe,Men,Khaki,20
WPS-00030,Box Logo Logo Polo,FS24,83.99,Polo,S,13,191,Box Logo,Women,Caviar,20
P-00061,Circular Stripe Pants,FS24,149.99,Pants,L,57,323,Circular,Men,White Whisper,30
\00030,Trail Half-Zip Shoes,SS25,142.99,Shoes,42,349,251,Trail,Men,Khaki,0
WL-00069,Box Logo Quilted Sweatshirt,SS25,150.99,Sweatshirt,XXL,170,9,Box Logo,Women,Burgundy,0
WS-00065,Iconic Quilted T-Shirt,SS25,67.99,T-Shirt,S,91,82,Iconic,Women,Blue Marine,0
P-00062,Patch Pants,FS24,122.99,Pants,S,43,332,Patch,Men,Yellow Sunshine,30
WS-00066,Geographic T-Shirt,FS24,48.99,T-Shirt,XL,4,59,Geographic,Women,Caviar,40
P-00063,Iconic Pants,SS25,110.99,Pants,M,288,162,Iconic,Men,Yellow Sunshine,0
WP-00034,Patch Stripe Pants,SS25,156.99,Pants,XS,270,234,Patch,Women,Grey Melange,0
WL-00070,Tribe Sweatshirt,FS24,142.99,Sweatshirt,L,43,438,Tribe,Women,Beige Sand,20
P-00064,Morgex Stripe Pants,SS25,112.99,Pants,L,177,12,Morgex,Men,Pale Mint,0
WSocksRainforest-0001,Rainforest Socks,FS24,101.99,Accessories,M,15,161,Rainforest,Women,Forest Green,25
WCapTribe-0001,Tribe Cap,FS24,51.99,Accessories,One Size,30,107,Tribe,Women,Caviar,30
S-00084,Rainforest Print T-Shirt,SS25,50.99,T-Shirt,XS,343,87,Rainforest,Men,Free Blue,0
WM-00034,Box Logo Print Shirt,SS25,105.99,Shirt,M,264,280,Box Logo,Women,Bright Red,0
W\00022,Slate Shoes,FS24,129.99,Shoes,36,41,129,Slate,Women,Stone Grey,15
WBeltPatch-0001,Patch Belt,FS24,52.99,Accessories,One Size,72,238,Patch,Women,Snow White,40
WM-00035,Rainforest Logo Shirt,FS24,90.99,Shirt,S,99,128,Rainforest,Women,Bright White,10
PS-00037,Circular Print Polo,FS24,109.99,Polo,M,138,398,Circular,Men,Blue Marine,10
S-00085,Geographic T-Shirt,FS24,45.99,T-Shirt,M,59,501,Geographic,Men,Blue Marine,10
L-00061,Tribe Sweatshirt,SS25,167.99,Sweatshirt,XL,228,238,Tribe,Men,Bright Red,0
PS-00038,Iconic Quilted Polo,SS25,107.99,Polo,M,123,41,Iconic,Men,Old Rose,0
L-00062,Patch Quilted Sweatshirt,SS25,152.99,Sweatshirt,XS,384,147,Patch,Men,Bright White,0
BeltBoxLogo-0002,Box Logo Belt,SS25,102.99,Accessories,One Size,396,107,Box Logo,Men,Old Rose,0
N-00037,Geographic Stretch Shorts,SS25,67.99,Shorts,XXL,55,41,Geographic,Men,Beige Sand,0
L-00063,Iconic Sweatshirt,FS24,105.99,Sweatshirt,L,97,156,Iconic,Men,Caviar,15
WN-00025,Geographic Quilted Shorts,FS24,68.99,Shorts,L,52,122,Geographic,Women,Blue Marine,20
WS-00067,Tribe Half-Zip T-Shirt,FS24,51.99,T-Shirt,L,195,278,Tribe,Women,Orange Tangerine,40
WM-00036,Geographic Heritage Shirt,FS24,127.99,Shirt,XL,48,221,Geographic,Women,Snow White,10
P-00065,Iconic Pants,FS24,127.99,Pants,L,28,142,Iconic,Men,Navy,20
WPS-00031,Circular Polo,SS25,68.99,Polo,XL,506,59,Circular,Women,Navy,0
WM-00037,Morgex Shirt,FS24,86.99,Shirt,XL,192,321,Morgex,Women,Free Blue,25
WS-00068,Iconic Quilted T-Shirt,FS24,63.99,T-Shirt,XXL,94,406,Iconic,Women,Snow White,20
PS-00039,Geographic Graphic Polo,SS25,102.99,Polo,XS,108,40,Geographic,Men,Beige Sand,0
WS-00069,Box Logo Quilted T-Shirt,FS24,89.99,T-Shirt,L,174,364,Box Logo,Women,Grey Melange,20
V-00015,Box Logo Swimwear,FS24,52.99,Swimwear,XS,20,34,Box Logo,Men,Pale Mint,30
V-00016,Sun-Lover Quilted Swimwear,SS25,53.99,Swimwear,L,210,77,Sun-Lover,Men,Black Beauty,0
P-00066,Tribe Stripe Pants,FS24,149.99,Pants,S,25,37,Tribe,Men,Green Lichen,30
\00031,Box Logo Logo Shoes,FS24,163.99,Shoes,43,80,166,Box Logo,Men,Orange Tangerine,10
WV-00014,Wave Stripe Swimwear,SS25,71.99,Swimwear,XXL,318,229,Wave,Women,Black Beauty,0
L-00064,Morgex Half-Zip Sweatshirt,FS24,169.99,Sweatshirt,XL,190,349,Morgex,Men,White Whisper,20
WS-00070,Patch Quilted T-Shirt,SS25,91.99,T-Shirt,M,236,231,Patch,Women,Petit Four,0
S-00086,Patch Logo T-Shirt,FS24,80.99,T-Shirt,M,159,361,Patch,Men,Yellow Sunshine,10
WPS-00032,Patch Stripe Polo,FS24,109.99,Polo,M,47,419,Patch,Women,Olive,15
P-00067,Rainforest Quilted Pants,SS25,100.99,Pants,M,473,61,Rainforest,Men,Grey Melange,0
S-00087,Iconic T-Shirt,FS24,69.99,T-Shirt,S,17,41,Iconic,Men,Snow White,20
PS-00040,Geographic Stripe Polo,SS25,85.99,Polo,XS,100,56,Geographic,Men,Stone Grey,0
WS-00071,Morgex T-Shirt,FS24,51.99,T-Shirt,XL,111,456,Morgex,Women,Old Rose,30
WS-00072,Rainforest Half-Zip T-Shirt,SS25,84.99,T-Shirt,XS,78,66,Rainforest,Women,Yellow Sunshine,0
WS-00073,Iconic Heritage T-Shirt,FS24,79.99,T-Shirt,M,134,424,Iconic,Women,Beige Sand,15
W\00023,Slate Logo Shoes,SS25,197.99,Shoes,36,227,262,Slate,Women,Old Rose,0
WN-00026,Rainforest Stretch Shorts,FS24,66.99,Shorts,XS,139,325,Rainforest,Women,Old Rose,20
WP-00035,Circular Stripe Pants,SS25,141.99,Pants,L,241,268,Circular,Women,Forest Green,0
L-00065,Box Logo Sweatshirt,SS25,160.99,Sweatshirt,XS,98,28,Box Logo,Men,Yellow Sunshine,0
M-00040,Circular Half-Zip Shirt,FS24,103.99,Shirt,XXL,4,95,Circular,Men,White Whisper,30
GlovesMorgex-0001,Morgex Gloves,FS24,108.99,Accessories,One Size,25,336,Morgex,Men,Snow White,40
WS-00074,Geographic Half-Zip T-Shirt,FS24,73.99,T-Shirt,XL,77,415,Geographic,Women,Caviar,25
\00032,Box Logo Stripe Shoes,FS24,131.99,Shoes,44,39,130,Box Logo,Men,Beige Sand,10
WL-00071,Morgex Sweatshirt,FS24,96.99,Sweatshirt,S,119,473,Morgex,Women,Stone Grey,30
PS-00041,Circular Stretch Polo,SS25,67.99,Polo,XXL,194,111,Circular,Men,Stone Grey,0
WM-00038,Iconic Stretch Shirt,FS24,142.99,Shirt,XS,31,250,Iconic,Women,Yellow Sunshine,25
BeltTribe-0002,Tribe Belt,FS24,119.99,Accessories,One Size,27,156,Tribe,Men,Free Blue,20
WL-00072,Patch Sweatshirt,SS25,152.99,Sweatshirt,M,113,77,Patch,Women,Stone Grey,0
WV-00015,Sun-Lover Heritage Swimwear,SS25,57.99,Swimwear,L,91,28,Sun-Lover,Women,Snow White,0
L-00066,Circular Stripe Sweatshirt,FS24,156.99,Sweatshirt,L,80,126,Circular,Men,Khaki,25
S-00088,Geographic Heritage T-Shirt,SS25,47.99,T-Shirt,XXL,489,35,Geographic,Men,Stone Grey,0
S-00089,Iconic Graphic T-Shirt,FS24,70.99,T-Shirt,M,19,62,Iconic,Men,Olive,10
WS-00075,Patch Half-Zip T-Shirt,FS24,43.99,T-Shirt,S,202,269,Patch,Women,Navy,20
\00033,Trail Shoes,FS24,133.99,Shoes,44,23,62,Trail,Men,Grey Melange,10
L-00067,Patch Sweatshirt,FS24,110.99,Sweatshirt,XL,102,454,Patch,Men,Caviar,30
N-00038,Geographic Half-Zip Shorts,SS25,91.99,Shorts,XL,347,112,Geographic,Men,Old Rose,0
W\00024,Cresta Shoes,FS24,100.99,Shoes,41,14,51,Cresta,Women,Pale Mint,30
N-00039,Iconic Print Shorts,SS25,88.99,Shorts,S,44,50,Iconic,Men,Burgundy,0
L-00068,Box Logo Logo Sweatshirt,SS25,129.99,Sweatshirt,XS,156,135,Box Logo,Men,Blue Marine,0
V-00017,Sun-Lover Swimwear,FS24,75.99,Swimwear,XS,103,285,Sun-Lover,Men,Petit Four,20
M-00041,Patch Graphic Shirt,FS24,105.99,Shirt,XS,70,117,Patch,Men,Caviar,10
WN-00027,Circular Stretch Shorts,SS25,88.99,Shorts,XS,211,14,Circular,Women,Pale Mint,0
WS-00076,Patch T-Shirt,FS24,58.99,T-Shirt,M,34,59,Patch,Women,Bright White,40
N-00040,Rainforest Stretch Shorts,FS24,52.99,Shorts,M,112,403,Rainforest,Men,Stone Grey,40
WS-00077,Tribe T-Shirt,FS24,77.99,T-Shirt,XL,38,254,Tribe,Women,Black Beauty,25
WP-00036,Circular Logo Pants,SS25,153.99,Pants,XXL,141,44,Circular,Women,Yellow Sunshine,0
BeltCircular-0001,Circular Belt,FS24,78.99,Accessories,One Size,59,277,Circular,Men,Petit Four,10
WS-00078,Rainforest Quilted T-Shirt,FS24,56.99,T-Shirt,L,52,205,Rainforest,Women,Khaki,30
WL-00073,Iconic Sweatshirt,SS25,109.99,Sweatshirt,L,167,159,Iconic,Women,Navy,0
S-00090,Patch Graphic T-Shirt,FS24,62.99,T-Shirt,XXL,50,241,Patch,Men,Pale Mint,25
WM-00039,Patch Half-Zip Shirt,SS25,84.99,Shirt,XXL,500,27,Patch,Women,Black Beauty,0
WS-00079,Rainforest T-Shirt,SS25,75.99,T-Shirt,XXL,552,39,Rainforest,Women,Caviar,0
V-00018,Box Logo Stretch Swimwear,FS24,82.99,Swimwear,L,164,272,Box Logo,Men,Blue Marine,50
N-00041,Box Logo Shorts,FS24,77.99,Shorts,S,37,229,Box Logo,Men,Blue Marine,20
N-00042,Patch Graphic Shorts,SS25,89.99,Shorts,XL,222,44,Patch,Men,Beige Sand,0
WL-00074,Morgex Quilted Sweatshirt,SS25,119.99,Sweatshirt,XS,398,47,Morgex,Women,Orange Tangerine,0
PS-00042,Geographic Quilted Polo,SS25,100.99,Polo,XXL,201,18,Geographic,Men,Petit Four,0
WS-00080,Morgex Graphic T-Shirt,SS25,80.99,T-Shirt,XL,124,112,Morgex,Women,Bright Red,0
S-00091,Morgex Quilted T-Shirt,FS24,75.99,T-Shirt,L,8,85,Morgex,Men,Pale Mint,10
M-00042,Circular Heritage Shirt,SS25,143.99,Shirt,XXL,283,127,Circular,Men,Khaki,0
S-00092,Box Logo Stripe T-Shirt,FS24,34.99,T-Shirt,M,74,165,Box Logo,Men,Khaki,25
\00034,Trail Shoes,SS25,114.99,Shoes,41,300,77,Trail,Men,Snow White,0
WP-00037,Rainforest Graphic Pants,SS25,131.99,Pants,XL,263,30,Rainforest,Women,Snow White,0
WPS-00033,Box Logo Half-Zip Polo,SS25,102.99,Polo,XS,278,211,Box Logo,Women,Old Rose,0
P-00068,Iconic Pants,SS25,129.99,Pants,L,156,14,Iconic,Men,White Whisper,0
WV-00016,Box Logo Print Swimwear,FS24,47.99,Swimwear,XXL,30,63,Box Logo,Women,Burgundy,10
WM-00040,Circular Heritage Shirt,SS25,133.99,Shirt,L,244,234,Circular,Women,Forest Green,0
WP-00038,Box Logo Pants,FS24,102.99,Pants,XS,22,87,Box Logo,Women,Yellow Sunshine,25
V-00019,Sun-Lover Heritage Swimwear,FS24,83.99,Swimwear,L,80,150,Sun-Lover,Men,Burgundy,20
WN-00028,Morgex Graphic Shorts,FS24,71.99,Shorts,XXL,74,520,Morgex,Women,Bright Red,20
WS-00081,Patch Quilted T-Shirt,FS24,71.99,T-Shirt,XL,80,108,Patch,Women,Navy,50
L-00069,Box Logo Sweatshirt,FS24,119.99,Sweatshirt,S,144,245,Box Logo,Men,Snow White,15
L-00070,Rainforest Half-Zip Sweatshirt,FS24,136.99,Sweatshirt,XL,95,251,Rainforest,Men,Olive,30
S-00093,Box Logo Logo T-Shirt,SS25,74.99,T-Shirt,XS,197,78,Box Logo,Men,Orange Tangerine,0
S-00094,Patch T-Shirt,SS25,45.99,T-Shirt,L,388,23,Patch,Men,Caviar,0
M-00043,Geographic Shirt,FS24,130.99,Shirt,XL,26,44,Geographic,Men,Navy,15
WPS-00034,Morgex Logo Polo,FS24,75.99,Polo,S,23,39,Morgex,Women,Grey Melange,30
WPS-00035,Geographic Graphic Polo,SS25,77.99,Polo,M,421,86,Geographic,Women,Caviar,0
V-00020,Box Logo Swimwear,FS24,51.99,Swimwear,XS,20,153,Box Logo,Men,Olive,30
WS-00082,Patch T-Shirt,FS24,92.99,T-Shirt,S,21,212,Patch,Women,Old Rose,50
WPS-00036,Tribe Heritage Polo,FS24,101.99,Polo,XL,37,217,Tribe,Women,White Whisper,30
N-00043,Iconic Stretch Shorts,FS24,81.99,Shorts,XXL,128,422,Iconic,Men,Grey Melange,30
S-00095,Rainforest Half-Zip T-Shirt,FS24,74.99,T-Shirt,L,28,49,Rainforest,Men,Orange Tangerine,15
\00035,Trail Stripe Shoes,SS25,143.99,Shoes,42,96,104,Trail,Men,Caviar,0
M-00044,Geographic Half-Zip Shirt,FS24,113.99,Shirt,M,21,61,Geographic,Men,Green Lichen,20
WP-00039,Rainforest Graphic Pants,FS24,129.99,Pants,L,189,242,Rainforest,Women,Snow White,20
WL-00075,Iconic Print Sweatshirt,SS25,158.99,Sweatshirt,M,376,223,Iconic,Women,Free Blue,0
N-00044,Iconic Print Shorts,SS25,51.99,Shorts,M,192,53,Iconic,Men,Blue Marine,0
WP-00040,Morgex Graphic Pants,SS25,158.99,Pants,XXL,27,21,Morgex,Women,Beige Sand,0
WPS-00037,Circular Print Polo,SS25,105.99,Polo,L,99,93,Circular,Women,Caviar,0
PS-00043,Tribe Print Polo,SS25,101.99,Polo,XL,306,213,Tribe,Men,Orange Tangerine,0
L-00071,Patch Logo Sweatshirt,FS24,147.99,Sweatshirt,XXL,128,361,Patch,Men,Beige Sand,30
WL-00076,Geographic Stretch Sweatshirt,SS25,139.99,Sweatshirt,L,200,70,Geographic,Women,Navy,0
WP-00041,Morgex Pants,SS25,93.99,Pants,XL,91,106,Morgex,Women,Old Rose,0
CapCircular-0001,Circular Cap,SS25,69.99,Accessories,One Size,444,143,Circular,Men,Caviar,0
WL-00077,Rainforest Sweatshirt,FS24,164.99,Sweatshirt,XS,7,65,Rainforest,Women,Burgundy,10
WP-00042,Tribe Quilted Pants,FS24,126.99,Pants,S,242,334,Tribe,Women,Green Lichen,20
S-00096,Geographic Print T-Shirt,FS24,42.99,T-Shirt,XS,117,351,Geographic,Men,Old Rose,20
S-00097,Tribe Quilted T-Shirt,SS25,61.99,T-Shirt,M,458,68,Tribe,Men,Bright White,0
WL-00078,Tribe Heritage Sweatshirt,FS24,112.99,Sweatshirt,XS,11,94,Tribe,Women,Stone Grey,15
WP-00043,Patch Pants,FS24,94.99,Pants,XL,60,274,Patch,Women,Bright Red,20
W\00025,Slate Shoes,SS25,120.99,Shoes,39,348,134,Slate,Women,Caviar,0
W\00026,Cresta Shoes,SS25,202.99,Shoes,37,163,157,Cresta,Women,Caviar,0
L-00072,Iconic Stretch Sweatshirt,FS24,109.99,Sweatshirt,XL,16,102,Iconic,Men,Beige Sand,20
L-00073,Circular Print Sweatshirt,SS25,120.99,Sweatshirt,M,61,24,Circular,Men,Yellow Sunshine,0
S-00098,Rainforest T-Shirt,FS24,59.99,T-Shirt,S,17,33,Rainforest,Men,Caviar,30
WP-00044,Rainforest Heritage Pants,FS24,120.99,Pants,XL,46,137,Rainforest,Women,Orange Tangerine,10
WPS-00038,Box Logo Polo,SS25,82.99,Polo,S,340,247,Box Logo,Women,Olive,0
S-00099,Box Logo Logo T-Shirt,FS24,45.99,T-Shirt,M,6,69,Box Logo,Men,Pale Mint,15
WL-00079,Box Logo Heritage Sweatshirt,SS25,133.99,Sweatshirt,L,61,32,Box Logo,Women,Burgundy,0
WS-00083,Tribe T-Shirt,FS24,39.99,T-Shirt,S,206,265,Tribe,Women,Forest Green,40
S-00100,Iconic T-Shirt,SS25,44.99,T-Shirt,XXL,63,22,Iconic,Men,Forest Green,0
WS-00084,Tribe Stripe T-Shirt,SS25,59.99,T-Shirt,XL,136,27,Tribe,Women,Olive,0
WS-00085,Box Logo Logo T-Shirt,FS24,63.99,T-Shirt,S,19,88,Box Logo,Women,Caviar,10
PS-00044,Box Logo Half-Zip Polo,SS25,83.99,Polo,L,253,298,Box Logo,Men,Green Lichen,0
S-00101,Geographic Quilted T-Shirt,SS25,54.99,T-Shirt,XL,267,170,Geographic,Men,Khaki,0
SocksPatch-0001,Patch Socks,FS24,104.99,Accessories,S,144,355,Patch,Men,Grey Melange,50
WP-00045,Box Logo Graphic Pants,SS25,104.99,Pants,XL,164,118,Box Logo,Women,Forest Green,0
N-00045,Box Logo Stripe Shorts,FS24,58.99,Shorts,S,45,204,Box Logo,Men,Bright White,20
PS-00045,Rainforest Quilted Polo,SS25,84.99,Polo,M,55,25,Rainforest,Men,Old Rose,0
WaistBagMorgex-0002,Morgex Waist Bag,SS25,112.99,Accessories,One Size,323,67,Morgex,Men,Black Beauty,0
L-00074,Tribe Print Sweatshirt,SS25,142.99,Sweatshirt,XL,317,52,Tribe,Men,Pale Mint,0
WP-00046,Rainforest Logo Pants,SS25,107.99,Pants,XS,152,16,Rainforest,Women,Green Lichen,0
L-00075,Tribe Graphic Sweatshirt,SS25,153.99,Sweatshirt,L,123,85,Tribe,Men,Forest Green,0
WPS-00039,Tribe Graphic Polo,FS24,76.99,Polo,XXL,222,310,Tribe,Women,Navy,25
WScarfGeographic-0001,Geographic Scarf,FS24,97.99,Accessories,One Size,21,178,Geographic,Women,Orange Tangerine,20
WN-00029,Circular Print Shorts,SS25,87.99,Shorts,M,132,64,Circular,Women,Snow White,0
WS-00086,Morgex T-Shirt,FS24,64.99,T-Shirt,XL,150,231,Morgex,Women,Yellow Sunshine,20
WL-00080,Tribe Heritage Sweatshirt,SS25,141.99,Sweatshirt,XL,221,233,Tribe,Women,Black Beauty,0
CapPatch-0001,Patch Cap,FS24,94.99,Accessories,One Size,36,422,Patch,Men,Caviar,20
